Freelancer_ID,Job_Category,Platform,Experience_Level,Client_Region,Payment_Method,Job_Completed,Earnings_USD,Hourly_Rate,Job_Success_Rate,Client_Rating,Job_Duration_Days,Project_Type,Rehire_Rate,Marketing_Spend,Earnings_per_Project,Is_Expert,Region_Short,Job_Range_Label,Hourly_Band,High_Earner,Client_Tier
388,Graphic Design,Freelancer,Beginner,Asia,Mobile Banking,194,4771,23.12,58.87,3.74,78,Hourly,50.39,53,24.59278350515464,False,Other,100+,10$–30$,False,Mid
389,Graphic Design,Freelancer,Expert,Middle East,Mobile Banking,229,5421,5.68,87.53,3.24,55,Fixed,34.18,394,23.67248908296943,True,Other,100+,<10$,False,Mid
390,Content Writing,Upwork,Intermediate,Canada,Crypto,107,9253,22.22,90.34,3.84,6,Hourly,66.21,258,86.4766355140187,False,North America,100+,10$–30$,True,Mid
391,App Development,Toptal,Beginner,Australia,Crypto,103,7591,36.39,99.53,4.5,1,Fixed,47.82,350,73.69902912621359,False,Other,100+,30$+,False,Mid
392,Content Writing,PeoplePerHour,Beginner,Europe,Crypto,87,9919,56.13,70.63,3.14,56,Hourly,15.55,27,114.01149425287356,False,Other,10–99,30$+,True,Mid
393,SEO,Fiverr,Beginner,UK,PayPal,185,1536,92.33,68.6,3.16,75,Fixed,49.61,366,8.302702702702703,False,Other,100+,30$+,False,Mid
394,App Development,Upwork,Expert,USA,Crypto,156,9658,56.33,88.82,3.71,88,Fixed,73.56,362,61.91025641025641,True,Other,100+,30$+,True,Mid
395,Web Development,Freelancer,Beginner,Middle East,Crypto,60,9599,72.03,67.04,4.88,10,Fixed,37.74,119,159.98333333333332,False,Other,10–99,30$+,True,High
396,Web Development,Toptal,Expert,Canada,Bank Transfer,194,9633,38.98,96.54,4.34,23,Fixed,30.74,132,49.654639175257735,True,North America,100+,30$+,True,Mid
397,Web Development,Toptal,Expert,UK,Crypto,26,9820,76.4,92.92,4.36,16,Hourly,20.04,379,377.6923076923077,True,Other,10–99,30$+,True,Mid
398,Content Writing,Upwork,Intermediate,USA,Crypto,72,3799,63.94,71.45,3.72,16,Hourly,20.6,89,52.763888888888886,False,Other,10–99,30$+,False,Mid
399,Web Development,PeoplePerHour,Intermediate,Middle East,PayPal,189,8109,48.68,87.54,4.19,56,Hourly,40.29,15,42.904761904761905,False,Other,100+,30$+,True,Mid
400,App Development,Freelancer,Beginner,Australia,Mobile Banking,14,2553,23.41,87.73,3.02,6,Fixed,51.7,286,182.35714285714286,False,Other,10–99,10$–30$,False,Mid
401,Web Development,Upwork,Beginner,Middle East,PayPal,70,7905,33.84,55.16,4.27,30,Fixed,15.64,283,112.92857142857143,False,Other,10–99,30$+,True,Mid
402,Data Entry,PeoplePerHour,Intermediate,Australia,Bank Transfer,268,7105,63.99,95.13,4.83,63,Fixed,75.77,390,26.511194029850746,False,Other,100+,30$+,False,High
403,Web Development,Toptal,Expert,Asia,Crypto,229,449,45.48,75.26,4.23,1,Fixed,62.86,229,1.960698689956332,True,Other,100+,30$+,False,Mid
404,Graphic Design,Fiverr,Expert,USA,Crypto,127,4432,89.49,91.32,4.75,51,Fixed,51.06,136,34.89763779527559,True,Other,100+,30$+,False,High
405,SEO,Freelancer,Intermediate,Middle East,Crypto,42,1589,27.31,66.0,4.45,89,Fixed,67.99,294,37.833333333333336,False,Other,10–99,10$–30$,False,Mid
406,Content Writing,Freelancer,Expert,Canada,Crypto,127,8478,11.94,94.78,3.24,46,Fixed,15.61,226,66.75590551181102,True,North America,100+,10$–30$,True,Mid
407,Digital Marketing,PeoplePerHour,Intermediate,Middle East,Crypto,160,7235,60.99,69.46,4.8,21,Hourly,43.38,426,45.21875,False,Other,100+,30$+,False,High
408,SEO,Upwork,Intermediate,USA,Crypto,71,4960,89.17,50.54,3.13,38,Fixed,54.11,26,69.85915492957747,False,Other,10–99,30$+,False,Mid
409,Data Entry,Toptal,Beginner,UK,Bank Transfer,137,9169,39.65,95.27,4.07,69,Hourly,68.01,331,66.92700729927007,False,Other,100+,30$+,True,Mid
410,Content Writing,PeoplePerHour,Beginner,UK,Crypto,144,4559,66.53,54.56,3.28,63,Hourly,64.84,116,31.65972222222222,False,Other,100+,30$+,False,Mid
411,App Development,Fiverr,Intermediate,Middle East,Crypto,86,6101,26.98,65.97,3.02,50,Fixed,29.39,88,70.94186046511628,False,Other,10–99,10$–30$,False,Mid
412,Customer Support,Fiverr,Beginner,Middle East,Crypto,62,6202,58.05,97.5,3.84,12,Fixed,75.86,106,100.03225806451613,False,Other,10–99,30$+,False,Mid
413,Content Writing,Fiverr,Intermediate,Australia,Bank Transfer,153,8661,79.75,97.53,3.59,69,Fixed,18.7,220,56.6078431372549,False,Other,100+,30$+,True,Mid
414,Graphic Design,PeoplePerHour,Expert,USA,Crypto,135,4174,87.37,78.67,3.97,73,Fixed,71.26,222,30.918518518518518,True,Other,100+,30$+,False,Mid
415,App Development,Toptal,Expert,Australia,Bank Transfer,73,2445,14.99,81.59,4.15,44,Hourly,77.97,121,33.49315068493151,True,Other,10–99,10$–30$,False,Mid
416,SEO,Freelancer,Expert,Canada,PayPal,254,8902,38.86,72.42,3.09,52,Fixed,22.4,381,35.04724409448819,True,North America,100+,30$+,True,Mid
417,SEO,Upwork,Expert,Asia,Crypto,181,4000,65.77,64.66,3.25,9,Hourly,60.54,353,22.099447513812155,True,Other,100+,30$+,False,Mid
418,Web Development,Freelancer,Intermediate,UK,Mobile Banking,76,499,8.3,66.43,4.12,65,Fixed,12.82,32,6.565789473684211,False,Other,10–99,<10$,False,Mid
419,App Development,Toptal,Expert,Europe,Bank Transfer,21,429,70.61,83.63,3.69,10,Hourly,38.38,90,20.428571428571427,True,Other,10–99,30$+,False,Mid
420,Customer Support,Freelancer,Expert,Europe,PayPal,164,9492,55.16,87.62,4.46,46,Hourly,46.14,183,57.8780487804878,True,Other,100+,30$+,True,Mid
421,Graphic Design,PeoplePerHour,Expert,USA,Bank Transfer,74,7335,32.41,89.58,4.3,58,Hourly,50.65,375,99.12162162162163,True,Other,10–99,30$+,False,Mid
422,Web Development,Fiverr,Expert,USA,Bank Transfer,117,2351,82.39,89.48,4.69,37,Hourly,75.52,257,20.094017094017094,True,Other,100+,30$+,False,High
423,Web Development,Toptal,Intermediate,Europe,PayPal,236,7760,32.55,54.56,4.38,52,Hourly,57.06,397,32.88135593220339,False,Other,100+,30$+,True,Mid
424,Customer Support,Toptal,Expert,USA,Crypto,25,5842,99.18,74.72,3.86,81,Fixed,43.69,12,233.68,True,Other,10–99,30$+,False,Mid
425,Content Writing,Freelancer,Beginner,UK,Crypto,139,8968,82.56,52.88,4.35,13,Fixed,66.68,23,64.5179856115108,False,Other,100+,30$+,True,Mid
426,SEO,PeoplePerHour,Beginner,Canada,Bank Transfer,267,9709,72.26,77.48,3.55,6,Fixed,76.54,324,36.36329588014981,False,North America,100+,30$+,True,Mid
427,Web Development,Freelancer,Beginner,Canada,PayPal,115,7266,10.83,72.08,3.61,58,Hourly,11.54,33,63.18260869565217,False,North America,100+,10$–30$,False,Mid
428,Data Entry,Freelancer,Beginner,Australia,Crypto,250,4955,90.91,94.39,4.58,48,Fixed,78.78,246,19.82,False,Other,100+,30$+,False,High
429,Data Entry,Toptal,Beginner,UK,Bank Transfer,287,6049,80.06,67.55,3.89,32,Hourly,16.03,342,21.076655052264808,False,Other,100+,30$+,False,Mid
430,SEO,Freelancer,Beginner,Asia,Mobile Banking,12,8657,26.76,55.85,4.6,11,Hourly,67.01,18,721.4166666666666,False,Other,10–99,10$–30$,True,High
431,Data Entry,Fiverr,Intermediate,USA,PayPal,288,7172,42.26,57.15,4.64,81,Fixed,29.62,29,24.90277777777778,False,Other,100+,30$+,False,High
432,Customer Support,Freelancer,Beginner,USA,Mobile Banking,211,649,30.52,88.08,4.72,5,Hourly,19.25,48,3.075829383886256,False,Other,100+,30$+,False,High
433,Content Writing,Fiverr,Expert,Asia,Mobile Banking,198,7338,98.52,80.91,4.83,6,Fixed,40.79,426,37.06060606060606,True,Other,100+,30$+,False,High
434,Graphic Design,Toptal,Beginner,Australia,Bank Transfer,51,7971,86.15,55.06,3.86,74,Hourly,55.08,399,156.2941176470588,False,Other,10–99,30$+,True,Mid
435,Digital Marketing,PeoplePerHour,Intermediate,Australia,PayPal,246,1617,93.37,54.21,3.64,21,Fixed,36.67,179,6.573170731707317,False,Other,100+,30$+,False,Mid
436,Web Development,Fiverr,Beginner,USA,Crypto,14,1144,79.93,85.05,4.16,42,Hourly,13.82,369,81.71428571428571,False,Other,10–99,30$+,False,Mid
437,Digital Marketing,PeoplePerHour,Expert,USA,Crypto,293,9689,48.35,53.64,3.74,81,Fixed,51.96,371,33.06825938566553,True,Other,100+,30$+,True,Mid
438,Graphic Design,PeoplePerHour,Expert,Asia,Bank Transfer,135,9734,24.52,91.09,4.2,27,Fixed,73.17,487,72.1037037037037,True,Other,100+,10$–30$,True,Mid
439,Graphic Design,Fiverr,Intermediate,UK,Crypto,274,6241,24.77,85.31,4.41,3,Hourly,36.83,225,22.777372262773724,False,Other,100+,10$–30$,False,Mid
440,Customer Support,Toptal,Intermediate,Asia,Crypto,65,1508,19.41,54.07,4.38,60,Hourly,25.14,432,23.2,False,Other,10–99,10$–30$,False,Mid
441,Content Writing,Upwork,Intermediate,Australia,Mobile Banking,168,9450,56.93,54.24,3.75,66,Hourly,40.98,394,56.25,False,Other,100+,30$+,True,Mid
442,Data Entry,PeoplePerHour,Intermediate,Asia,Mobile Banking,17,8096,92.4,99.33,3.33,49,Fixed,13.39,77,476.2352941176471,False,Other,10–99,30$+,True,Mid
443,Data Entry,PeoplePerHour,Beginner,Asia,PayPal,276,4984,99.22,68.71,3.86,34,Fixed,67.43,495,18.057971014492754,False,Other,100+,30$+,False,Mid
444,Customer Support,Toptal,Beginner,Asia,Mobile Banking,212,1404,32.29,68.53,3.29,37,Hourly,67.84,430,6.622641509433962,False,Other,100+,30$+,False,Mid
445,Graphic Design,Toptal,Expert,UK,Crypto,250,6523,71.24,90.64,4.78,42,Fixed,51.16,206,26.092,True,Other,100+,30$+,False,High
446,Content Writing,Freelancer,Intermediate,Middle East,PayPal,137,8454,61.72,97.36,3.69,65,Fixed,34.72,34,61.70802919708029,False,Other,100+,30$+,True,Mid
447,Content Writing,Toptal,Intermediate,USA,PayPal,248,3944,51.45,99.3,3.31,60,Hourly,65.98,249,15.903225806451612,False,Other,100+,30$+,False,Mid
448,SEO,PeoplePerHour,Beginner,Europe,Bank Transfer,298,8082,68.25,87.67,3.05,1,Fixed,48.83,70,27.120805369127517,False,Other,100+,30$+,True,Mid
449,App Development,Fiverr,Intermediate,Asia,Mobile Banking,42,3013,40.28,68.81,4.29,59,Fixed,67.82,412,71.73809523809524,False,Other,10–99,30$+,False,Mid
450,Web Development,Upwork,Expert,Europe,PayPal,60,3092,94.73,54.18,4.27,4,Fixed,54.2,363,51.53333333333333,True,Other,10–99,30$+,False,Mid
451,Customer Support,Freelancer,Expert,Middle East,Crypto,52,7023,72.02,88.86,3.68,14,Hourly,64.91,309,135.05769230769232,True,Other,10–99,30$+,False,Mid
452,App Development,Fiverr,Intermediate,USA,PayPal,109,7189,76.65,77.92,3.14,18,Fixed,51.9,469,65.95412844036697,False,Other,100+,30$+,False,Mid
453,Customer Support,Upwork,Expert,Australia,PayPal,63,6980,28.03,71.21,3.82,34,Hourly,38.99,278,110.7936507936508,True,Other,10–99,10$–30$,False,Mid
454,Data Entry,Upwork,Expert,Europe,Bank Transfer,81,1782,21.02,95.32,3.62,1,Fixed,77.06,151,22.0,True,Other,10–99,10$–30$,False,Mid
455,Graphic Design,Upwork,Beginner,Australia,Crypto,222,7920,42.46,55.56,4.35,53,Fixed,47.88,226,35.67567567567568,False,Other,100+,30$+,True,Mid
456,Customer Support,Fiverr,Expert,Europe,Crypto,59,5390,77.83,74.63,4.21,22,Fixed,52.36,242,91.35593220338983,True,Other,10–99,30$+,False,Mid
457,Customer Support,Freelancer,Intermediate,Australia,Mobile Banking,59,5161,94.19,50.57,3.73,80,Fixed,25.43,9,87.47457627118644,False,Other,10–99,30$+,False,Mid
458,SEO,Freelancer,Intermediate,Asia,Crypto,133,3131,45.6,73.43,3.44,61,Fixed,53.8,316,23.541353383458645,False,Other,100+,30$+,False,Mid
459,Digital Marketing,Upwork,Expert,Europe,PayPal,89,7852,78.54,52.82,4.98,22,Hourly,50.01,391,88.2247191011236,True,Other,10–99,30$+,True,High
460,Data Entry,Fiverr,Intermediate,Australia,Crypto,218,9512,49.69,55.94,3.91,50,Fixed,22.94,47,43.63302752293578,False,Other,100+,30$+,True,Mid
461,Web Development,Upwork,Beginner,Middle East,Crypto,119,7577,33.05,55.88,4.38,16,Fixed,14.17,111,63.67226890756302,False,Other,100+,30$+,False,Mid
462,Content Writing,Toptal,Expert,UK,PayPal,297,4918,75.23,82.46,3.28,28,Fixed,52.31,203,16.55892255892256,True,Other,100+,30$+,False,Mid
463,Graphic Design,Freelancer,Expert,Australia,Bank Transfer,53,1579,80.83,87.3,3.97,86,Fixed,63.46,476,29.79245283018868,True,Other,10–99,30$+,False,Mid
464,Data Entry,PeoplePerHour,Expert,UK,Mobile Banking,71,1131,24.27,79.17,3.06,70,Hourly,46.64,381,15.929577464788732,True,Other,10–99,10$–30$,False,Mid
465,Digital Marketing,Upwork,Intermediate,UK,Mobile Banking,279,8044,33.99,98.11,4.01,89,Fixed,25.87,156,28.831541218637994,False,Other,100+,30$+,True,Mid
466,Customer Support,Toptal,Intermediate,USA,Bank Transfer,133,3581,52.0,68.74,4.93,42,Fixed,56.66,342,26.924812030075188,False,Other,100+,30$+,False,High
467,Web Development,Freelancer,Expert,Asia,PayPal,33,9393,22.72,64.29,3.77,66,Fixed,15.61,25,284.6363636363636,True,Other,10–99,10$–30$,True,Mid
468,Customer Support,Fiverr,Intermediate,Middle East,Mobile Banking,37,9964,93.24,93.43,3.08,71,Fixed,40.93,420,269.2972972972973,False,Other,10–99,30$+,True,Mid
469,Web Development,Freelancer,Intermediate,UK,Bank Transfer,123,766,61.18,61.18,3.06,81,Hourly,21.44,479,6.227642276422764,False,Other,100+,30$+,False,Mid
470,SEO,Fiverr,Expert,Canada,Bank Transfer,184,6279,16.51,98.16,3.78,35,Hourly,22.91,307,34.125,True,North America,100+,10$–30$,False,Mid
471,Customer Support,Fiverr,Expert,Asia,Bank Transfer,155,254,22.48,50.61,3.32,20,Fixed,24.16,165,1.6387096774193548,True,Other,100+,10$–30$,False,Mid
472,Data Entry,Upwork,Intermediate,UK,Mobile Banking,137,6834,95.66,98.49,3.05,2,Fixed,37.07,248,49.88321167883212,False,Other,100+,30$+,False,Mid
473,Digital Marketing,Upwork,Expert,Australia,Mobile Banking,189,4144,75.13,52.16,4.51,7,Fixed,13.58,261,21.925925925925927,True,Other,100+,30$+,False,High
474,Web Development,Freelancer,Expert,UK,Mobile Banking,138,5532,74.77,94.56,3.92,49,Fixed,37.85,263,40.08695652173913,True,Other,100+,30$+,False,Mid
475,Graphic Design,Toptal,Expert,Australia,Mobile Banking,181,5790,11.89,76.39,3.58,83,Fixed,45.82,16,31.988950276243095,True,Other,100+,10$–30$,False,Mid
476,Web Development,Freelancer,Expert,Australia,Crypto,26,9574,90.05,99.65,4.8,76,Hourly,43.83,75,368.2307692307692,True,Other,10–99,30$+,True,High
477,Digital Marketing,PeoplePerHour,Intermediate,Canada,Bank Transfer,245,7269,47.15,53.69,3.23,9,Hourly,36.79,445,29.66938775510204,False,North America,100+,30$+,False,Mid
478,Content Writing,Fiverr,Expert,UK,Crypto,81,6204,67.67,77.69,4.91,27,Fixed,68.74,469,76.5925925925926,True,Other,10–99,30$+,False,High
479,Content Writing,Fiverr,Beginner,UK,Bank Transfer,208,4892,96.17,98.47,3.63,78,Fixed,20.17,253,23.51923076923077,False,Other,100+,30$+,False,Mid
480,SEO,Upwork,Expert,Europe,Mobile Banking,8,8153,14.5,76.15,4.78,2,Fixed,45.4,205,1019.125,True,Other,<10,10$–30$,True,High
481,Data Entry,Toptal,Beginner,Asia,Mobile Banking,169,9479,50.82,81.47,4.21,85,Hourly,14.34,33,56.0887573964497,False,Other,100+,30$+,True,Mid
482,Digital Marketing,Upwork,Expert,Europe,Crypto,132,2068,9.71,84.79,4.65,68,Fixed,14.98,146,15.666666666666666,True,Other,100+,<10$,False,High
483,SEO,PeoplePerHour,Beginner,USA,PayPal,49,5101,52.46,72.73,4.97,60,Fixed,50.17,325,104.10204081632654,False,Other,10–99,30$+,False,High
484,App Development,Freelancer,Beginner,Australia,Mobile Banking,222,8759,28.96,81.38,3.58,85,Hourly,49.62,337,39.45495495495496,False,Other,100+,10$–30$,True,Mid
485,Web Development,Freelancer,Expert,Canada,PayPal,239,7885,91.55,79.22,4.92,86,Hourly,71.46,227,32.99163179916318,True,North America,100+,30$+,True,High
486,App Development,Toptal,Expert,Europe,Bank Transfer,140,1488,42.86,95.06,3.78,49,Fixed,49.05,117,10.628571428571428,True,Other,100+,30$+,False,Mid
487,Web Development,Upwork,Expert,UK,Crypto,172,4136,65.22,52.27,3.77,2,Fixed,77.19,164,24.046511627906977,True,Other,100+,30$+,False,Mid
488,Content Writing,Upwork,Beginner,USA,PayPal,241,5177,86.73,64.05,3.68,17,Fixed,13.41,37,21.481327800829874,False,Other,100+,30$+,False,Mid
489,SEO,PeoplePerHour,Intermediate,Canada,PayPal,97,2102,98.45,97.52,4.08,83,Fixed,16.86,398,21.670103092783506,False,North America,10–99,30$+,False,Mid
490,Content Writing,Freelancer,Intermediate,Middle East,Mobile Banking,9,7579,52.86,94.51,3.31,88,Hourly,13.08,357,842.1111111111111,False,Other,<10,30$+,False,Mid
491,Graphic Design,Upwork,Expert,UK,PayPal,160,7197,48.3,72.78,4.11,20,Hourly,22.97,295,44.98125,True,Other,100+,30$+,False,Mid
492,App Development,Toptal,Intermediate,UK,PayPal,249,4418,12.2,81.01,4.08,76,Fixed,47.89,136,17.7429718875502,False,Other,100+,10$–30$,False,Mid
493,App Development,Freelancer,Intermediate,Middle East,Bank Transfer,85,4567,6.21,63.87,4.52,89,Hourly,55.19,308,53.72941176470588,False,Other,10–99,<10$,False,High
494,Content Writing,PeoplePerHour,Expert,Australia,Crypto,251,2362,62.84,59.41,4.67,87,Fixed,13.19,245,9.410358565737052,True,Other,100+,30$+,False,High
495,Graphic Design,Toptal,Beginner,Australia,Mobile Banking,141,5627,11.22,73.18,3.88,32,Hourly,76.22,197,39.90780141843972,False,Other,100+,10$–30$,False,Mid
496,Web Development,Fiverr,Expert,Europe,Mobile Banking,67,9023,41.14,67.67,3.6,51,Fixed,68.95,373,134.67164179104478,True,Other,10–99,30$+,True,Mid
497,SEO,PeoplePerHour,Intermediate,Europe,PayPal,120,1294,5.34,79.18,3.52,88,Fixed,30.76,65,10.783333333333333,False,Other,100+,<10$,False,Mid
498,Graphic Design,Toptal,Beginner,UK,Bank Transfer,117,2466,63.45,53.89,3.39,42,Hourly,15.4,79,21.076923076923077,False,Other,100+,30$+,False,Mid
499,SEO,Upwork,Intermediate,Asia,PayPal,35,6540,45.41,98.72,3.12,63,Hourly,21.89,51,186.85714285714286,False,Other,10–99,30$+,False,Mid
500,App Development,Fiverr,Beginner,UK,PayPal,11,6218,17.07,99.31,3.68,89,Hourly,18.89,128,565.2727272727273,False,Other,10–99,10$–30$,False,Mid
501,SEO,PeoplePerHour,Intermediate,Europe,Mobile Banking,7,9217,33.15,84.91,3.54,61,Hourly,18.63,413,1316.7142857142858,False,Other,<10,30$+,True,Mid
502,App Development,Upwork,Expert,Middle East,PayPal,247,5889,59.12,76.8,4.93,62,Hourly,46.3,379,23.842105263157894,True,Other,100+,30$+,False,High
503,Graphic Design,Fiverr,Intermediate,Europe,PayPal,60,8658,67.39,65.48,4.12,3,Fixed,27.21,367,144.3,False,Other,10–99,30$+,True,Mid
504,App Development,Freelancer,Intermediate,UK,Bank Transfer,77,8456,48.92,90.69,3.69,89,Fixed,35.07,480,109.81818181818181,False,Other,10–99,30$+,True,Mid
505,Customer Support,Upwork,Beginner,Canada,Mobile Banking,14,9377,81.38,84.24,4.16,76,Hourly,79.27,0,669.7857142857143,False,North America,10–99,30$+,True,Mid
506,Data Entry,Toptal,Intermediate,UK,Crypto,65,7147,15.68,58.13,3.28,26,Fixed,57.9,166,109.95384615384616,False,Other,10–99,10$–30$,False,Mid
507,App Development,PeoplePerHour,Expert,Canada,Bank Transfer,54,5059,13.03,95.55,3.89,48,Fixed,76.43,15,93.68518518518519,True,North America,10–99,10$–30$,False,Mid
508,Content Writing,Fiverr,Expert,Canada,Bank Transfer,126,1632,9.2,91.13,4.25,8,Fixed,19.98,144,12.952380952380953,True,North America,100+,<10$,False,Mid
509,Graphic Design,Upwork,Expert,UK,Bank Transfer,179,8974,55.9,97.49,3.98,5,Fixed,36.75,111,50.134078212290504,True,Other,100+,30$+,True,Mid
510,Customer Support,Freelancer,Beginner,Asia,Mobile Banking,5,7926,72.09,86.29,3.8,11,Hourly,48.83,367,1585.2,False,Other,<10,30$+,True,Mid
511,Web Development,PeoplePerHour,Beginner,Asia,PayPal,42,2477,17.4,80.67,4.99,42,Fixed,15.37,101,58.976190476190474,False,Other,10–99,10$–30$,False,High
512,SEO,PeoplePerHour,Intermediate,USA,Crypto,194,5771,65.7,70.91,4.76,41,Fixed,10.29,81,29.74742268041237,False,Other,100+,30$+,False,High
513,Customer Support,Upwork,Intermediate,Europe,Mobile Banking,83,8473,50.31,96.64,4.25,19,Fixed,56.93,405,102.08433734939759,False,Other,10–99,30$+,True,Mid
514,Digital Marketing,Freelancer,Intermediate,Asia,PayPal,194,4980,98.8,93.3,4.14,48,Fixed,54.93,469,25.670103092783506,False,Other,100+,30$+,False,Mid
515,Customer Support,Fiverr,Beginner,Australia,Bank Transfer,188,4403,73.16,52.26,4.24,53,Hourly,38.76,98,23.420212765957448,False,Other,100+,30$+,False,Mid
516,Graphic Design,Upwork,Beginner,UK,Mobile Banking,71,7882,67.46,51.32,3.4,55,Fixed,44.28,158,111.01408450704226,False,Other,10–99,30$+,True,Mid
517,Customer Support,Fiverr,Intermediate,Canada,PayPal,21,5425,59.19,68.82,3.79,61,Fixed,39.08,39,258.3333333333333,False,North America,10–99,30$+,False,Mid
518,Customer Support,PeoplePerHour,Beginner,UK,Crypto,213,452,99.75,90.53,3.08,32,Fixed,11.68,154,2.1220657276995305,False,Other,100+,30$+,False,Mid
519,Content Writing,Fiverr,Beginner,Europe,Crypto,45,6617,98.14,99.36,3.95,46,Hourly,33.48,35,147.04444444444445,False,Other,10–99,30$+,False,Mid
520,App Development,Freelancer,Expert,Middle East,PayPal,119,4915,56.12,57.52,4.09,36,Hourly,22.4,380,41.30252100840336,True,Other,100+,30$+,False,Mid
521,SEO,Toptal,Expert,Asia,Mobile Banking,104,8196,48.24,79.71,3.46,18,Fixed,16.89,246,78.8076923076923,True,Other,100+,30$+,True,Mid
522,Data Entry,Freelancer,Intermediate,Asia,Bank Transfer,143,114,48.9,69.04,4.93,74,Fixed,76.97,3,0.7972027972027972,False,Other,100+,30$+,False,High
523,Web Development,Fiverr,Intermediate,Asia,PayPal,298,2287,45.69,98.5,4.82,18,Hourly,51.96,496,7.674496644295302,False,Other,100+,30$+,False,High
524,Data Entry,Upwork,Expert,Canada,Bank Transfer,21,7820,55.48,92.11,4.44,12,Fixed,61.01,373,372.3809523809524,True,North America,10–99,30$+,True,Mid
525,Customer Support,PeoplePerHour,Beginner,Australia,Crypto,296,9191,30.99,91.92,4.07,72,Hourly,32.08,452,31.050675675675677,False,Other,100+,30$+,True,Mid
526,Digital Marketing,Toptal,Intermediate,Australia,PayPal,78,222,93.04,73.43,4.74,46,Fixed,37.52,280,2.8461538461538463,False,Other,10–99,30$+,False,High
527,Graphic Design,Upwork,Intermediate,Asia,Crypto,267,7985,51.57,70.74,3.26,55,Fixed,26.58,350,29.906367041198504,False,Other,100+,30$+,True,Mid
528,SEO,Upwork,Intermediate,Australia,Bank Transfer,20,2725,84.99,63.67,4.58,38,Hourly,16.79,333,136.25,False,Other,10–99,30$+,False,High
529,Graphic Design,Freelancer,Beginner,Middle East,Bank Transfer,18,9492,50.15,52.82,3.25,78,Fixed,22.53,413,527.3333333333334,False,Other,10–99,30$+,True,Mid
530,Content Writing,Fiverr,Expert,Asia,PayPal,285,4055,73.24,93.24,4.59,2,Fixed,65.83,430,14.228070175438596,True,Other,100+,30$+,False,High
531,Graphic Design,Freelancer,Intermediate,USA,PayPal,8,6594,37.0,90.65,3.55,9,Fixed,57.43,248,824.25,False,Other,<10,30$+,False,Mid
532,Web Development,Fiverr,Expert,Canada,PayPal,131,8879,64.36,99.99,4.75,5,Hourly,48.29,11,67.77862595419847,True,North America,100+,30$+,True,High
533,Digital Marketing,Freelancer,Expert,Middle East,Crypto,10,998,52.35,99.83,4.89,19,Hourly,43.26,282,99.8,True,Other,10–99,30$+,False,High
534,Data Entry,Upwork,Beginner,Canada,Bank Transfer,133,1744,39.88,77.77,3.3,71,Fixed,74.57,428,13.112781954887218,False,North America,100+,30$+,False,Mid
535,Customer Support,PeoplePerHour,Beginner,Asia,Bank Transfer,236,4807,88.75,88.45,3.93,39,Fixed,15.09,215,20.36864406779661,False,Other,100+,30$+,False,Mid
536,Customer Support,Fiverr,Beginner,Middle East,Crypto,199,6332,15.71,97.24,4.96,42,Fixed,29.64,318,31.819095477386934,False,Other,100+,10$–30$,False,High
537,Digital Marketing,Toptal,Beginner,Asia,PayPal,69,192,51.26,92.48,3.97,17,Fixed,34.5,310,2.782608695652174,False,Other,10–99,30$+,False,Mid
538,SEO,Toptal,Beginner,Middle East,Mobile Banking,107,6051,23.47,62.37,4.73,63,Hourly,64.77,413,56.55140186915888,False,Other,100+,10$–30$,False,High
539,Graphic Design,Upwork,Beginner,Asia,PayPal,281,6702,86.8,72.53,4.18,46,Hourly,79.48,81,23.85053380782918,False,Other,100+,30$+,False,Mid
540,SEO,Freelancer,Intermediate,USA,Mobile Banking,162,4631,29.08,56.46,3.75,20,Hourly,26.85,13,28.58641975308642,False,Other,100+,10$–30$,False,Mid
541,Data Entry,Freelancer,Expert,Canada,Mobile Banking,228,5137,65.18,97.7,3.57,70,Fixed,71.2,55,22.530701754385966,True,North America,100+,30$+,False,Mid
542,SEO,Upwork,Beginner,Middle East,Crypto,293,1510,20.73,80.31,3.41,8,Fixed,68.14,402,5.15358361774744,False,Other,100+,10$–30$,False,Mid
543,Content Writing,Toptal,Intermediate,USA,Bank Transfer,282,3937,43.47,61.43,4.52,19,Hourly,25.73,341,13.960992907801419,False,Other,100+,30$+,False,High
544,Digital Marketing,Toptal,Expert,UK,Bank Transfer,186,8534,90.44,83.59,3.77,32,Fixed,37.95,281,45.88172043010753,True,Other,100+,30$+,True,Mid
545,Data Entry,Freelancer,Beginner,Asia,Bank Transfer,8,9885,20.78,80.91,4.02,19,Fixed,38.68,198,1235.625,False,Other,<10,10$–30$,True,Mid
546,Data Entry,Fiverr,Beginner,Europe,Bank Transfer,219,887,68.0,67.91,3.98,24,Hourly,78.48,347,4.050228310502283,False,Other,100+,30$+,False,Mid
547,App Development,PeoplePerHour,Intermediate,Middle East,Crypto,221,9279,24.43,55.68,4.15,24,Fixed,22.66,165,41.98642533936651,False,Other,100+,10$–30$,True,Mid
548,Data Entry,Fiverr,Expert,Australia,Mobile Banking,213,5896,44.5,83.58,4.73,56,Hourly,65.94,452,27.68075117370892,True,Other,100+,30$+,False,High
549,App Development,Toptal,Beginner,USA,Bank Transfer,78,8513,56.36,76.02,4.96,81,Fixed,33.39,291,109.14102564102564,False,Other,10–99,30$+,True,High
550,Web Development,Fiverr,Expert,USA,Mobile Banking,231,2419,59.84,88.62,3.82,18,Fixed,61.16,145,10.471861471861471,True,Other,100+,30$+,False,Mid
